,ID,ARTIST,TITLE,BARCODE,UNIT,FORMAT,LABEL,PRICE,PRECISION,DELIVERY,STOCK,DATE
157,EPIT 26437-1,PENNYWISE,About Time,8714092643718,1,LP,Epitaph,1000,0,1,1, 
158,WIGLP375,Hot Chip,A Bath Full of Ecstasy,887828037513,1,LP,Domino Records,1269,0,1,1,21.06.2019
159,MOND128,TAKATSUGU MURAMATSU,MARY AND THE WITCH'S FLOWER,843563103968,1,LP,MONDO,2786,0,1,2,11.10.2018
162,MRBLP135,VARIOUS,"ORIGINAL SOUND OF MALI,THE",7119691244013,1,LP,MR BONGO,1351,0,1,1,24.03.2017
163,3349956,THE SUPREMES WITH DIANA ROSS,YOUR HEART BELONGS TO ME,3596973499561,1,LP,WAGRAM,825,0,1,2,26.10.2017
165,ALCOPOP158X,FREEZE THE ATLANTIC,"PEOPLE ARE REVOLTING,THE",5056032308657,1,LP,ALCOPOP,1001,0,1,1,14.04.2017
166,3546,Santana,Mithras,4260494435467,1,LP,Power Station,1156,0,1,2, 
167,ROMA103LP,Ennio Morricone,Il Sorriso Del Grande Tentatore,934334402479,1,LP,The Roundtable,1449,0,1,1, 
168,OPT4-014,MONOCHROME SET,ELIGIBLE BACHELORS,700461413097,1,LP,OPTIC NERVE RECORDIN,1262,0,1,2,01.10.2017
169,XMR135LP,"TURNER,FRANK","LOVE, IRE & SONG",5056032313330,1,LP,XTRA MILE RECORDINGS,1689,0,1,1,01.06.2018
172,XLLP561,"WOMACK, BOBBY",BRAVEST MAN IN THE..,634904056117,1,LP,BBQ-XL RECORDINGS,1305,0,1,1,07.06.2012
173,DW134,LE MATOS,SUMMER OF 84,5053760043959,1,LP,DEATH WALTZ RECORDIN,2889,0,1,1,08.11.2018
176,DOS763H,BEACH BOYS,Surfin' Safari + Candix Recordings,889397577636,1,LP,DOL,689,0,1,1, 
180,ZYX 20590-1,"D'AGOSTINO, GIGI",Tecno Fes 2,90204995370,1,LP,zyx/media,1350,0,1,2,17.10.2014
181,SJRLP394,Hieroglyphic Being,Hieroglyphic Being 'The Red Notes',5026328003948,1,LP,Soul Jazz,1830,0,1,1,01.02.2018
186,BBQLP2090,BIFFY CLYRO,VERTIGO OF BLISS,607618209018,1,LP,BBQ-BEGGARS BANQUET,1619,0,1,2,17.05.2012
195,GBLP 053,Saz'iso,At Least Wave Your Handkerchief At Me,4030433605318,1,LP,Glitterbeat Records,1062,0,1,3,13.10.2017
196,JRLP007,Horace Andy,Horace Andy's Dub Box Rare Dubs 1973 -1976,5036848001256,1,LP,Jamaican Recordings,719,0,1,1,06.05.2002
197,UTR097LP,TERRY,REMEMBER TERRY,828887009714,1,LP,UPSET THE RHYTHM,1071,0,1,1,01.10.2017
198,DOL1035HG,MILES DAVIS,Miles Ahead,889397310356,1,LP,DOL,815,0,1,1, 
201,WIGLP300,DAWN MCCARTHY AND BONNIE 'PRINCE' BILLY,WHAT THE BROTHERS SANG,5034202030010,1,LP,Domino Records,1109,0,1,2,04.03.2013
202,ZEN200,MACHINEDRUM,VAPOR CITY,5021392841168,2,LP,Ninja Tune,1444,0,1,1,29.09.2009
204,SNDWLP051,"MANN,CHICO",MAGICAL THINKING,5060091552715,2,LP,SOUNDWAY,975,0,1,1,15.04.2013
206,FARO186LP,V.A.,Amplificador,5060211502910,1,LP,Far Out,1121,0,1,1, 
207,4720278,QUEEN,"WORKS, THE",602547202789,1,LP,VIRGIN RECORDS,1650,0,1,1,25.09.2015
209,PWTR001,Ben Nevile,Power Trio EP 1,4251648411963,1,12',Power Trio,936,0,1,1,29.03.2019
211,REWIGLP088,FOUR TET,ROUNDS,887830008815,1,LP,Domino Records,1269,0,1,2,13.05.2013
212,WIGLP369,BLOOD ORANGE,FREETOWN SOUND,887828036912,2,LP,Domino Records,1269,0,1,2,19.08.2016
213,3548,Elvis Presley,GI In Germany,4260494435481,1,LP,Power Station,1031,0,1,6, 
214,XLLP271,WHITE STRIPES,ICKY THUMP,634904027117,1,LP,BBQ-XL RECORDINGS,1305,0,1,1,13.09.2016
218,OGEN85LP,GARY WILSON & R. STEVIE MOORE,FAKE NEWS TRENDING,5053760051091,1,LP,O GENESIS,1342,0,1,1,30.08.2019
219,DUB9LPCOL,DREADZONE,SOUND (YELLOW SPLATTER LP),5024545844412,1,LP,DUBWISER,1650,0,1,1,03.01.2019
220,SJRLP68,VA,Studio One Story (LP),5026328600680,2,LP,Soul Jazz,1830,0,1,1,01.06.2015
221,BBQLP2132,FALL,WONDERFUL AND..,607618213213,1,LP,BBQ-BEGGARS BANQUET,1305,0,1,1,21.07.2015
226,SHAPE029LP,"MARTIN,LAURA J",ON THE NEVER NEVER,5060091559653,1,LP,SHAPE,1156,0,1,1,11.03.2016
228,NB 3548-1,WITCHCRAFT,Nucleus BLACK VINYL,727361354817,2,LP,Nuclear Blast,1375,0,1,1,15.01.2016
232,18-1003,Bob Marley,One World  Available: 10-2018 (Marbled LP),4260494435337,1,LP,Power Station,1156,0,1,2, 
233,YTLPV161,XX,I SEE YOU -COLOURED-,889030016188,1,LP,BBQ-YOUNG TURKS,1305,0,1,1,12.01.2017
234,ZEN221,PORTICO,PORTICO-LIVING FIELDS,5054429001396,1,LP,Ninja Tune,866,0,1,1,30.03.2015
235,SJRLP307-1,VA,Soundsof the Universe :Art + Sound 2012-2015  Reco,5026328003078,2,LP,Soul Jazz,1830,0,1,2,01.06.2015
236,BELLAV375,ALESSI'S ARK,THE STILL LIFE,60253729493,1,LP+CD,BELLA UNION,584,0,1,1, 
237,BLOD097LP,Månegarm,Nordstjärnans Tidsålder - Gtf LP,6663666400979,1,LP,BLACKLODGE,1250,0,1,1,30.11.2018
238,BBELP071X,Marc Mac Pres. Visioneers,Dirty Old Hip Hop (Colored / 180g),730003107160,2,LP,BBE,1920,0,1,1,01.12.2017
241,LUCKY120LPX,DARWIN DEEZ,10 SONGS THAT HAPPENED WHEN YOU LEFT ME WITH MY ST,689492189815,1,LP,LUCKY NUMBER,1340,0,1,1,23.08.2018
242,XMR123LP,AGAINST ME!,SHAPE SHIFT WITH ME,5056032304413,1,LP,XTRA MILE RECORDINGS,1351,0,1,1,16.09.2016
243,CREATIONBOX02,THE CREATION,THE LP BOX SET - THE CREATION,5014797897090,1,LP,Demon,3738,0,1,1, 
246,RGNET1360LP,VA,The Rough Guide To Holy Blues,605633136043,1,LP,ROUGH GUIDE,602,0,1,2, 
247,PRPLP146,"BAEZ,JOAN",WHISTLE DOWN THE WIND,805520001465,1,LP,PROPER RECORDS,1044,0,1,1,02.03.2018
249,FORDIS02,Azambuja & CIA,Azambuja & CIA,5060211503627,1,LP,Far Out,1261,0,1,2, 
250,3349946,THE BEACH BOYS,SURFIN',3596973499462,1,LP,WAGRAM,825,0,1,1,26.10.2017
252,ALNLP34,Bonobo,Late Night Tales: Bonobo,825646373895,1,LP,LATE NIGHT TALES,1548,0,1,3,03.05.2014
255,FAI012,SUPER BEST FRIENDS CLUB,LOVEBLOWS,5056032306356,1,LP,FAITH AND INDUSTRY,1125,0,1,1,28.07.2017
257,JRLP011,NINEY THE OBSERVER,AT KING TUBBYS,5036848001331,1,LP,JAMAICAN RECORDINGS,952,0,1,1,08.12.2017
259,MRBLP132,"TAYLOR,EBO",MY LOVE AND MUSIC,7119691241715,1,LP,MR BONGO,1389,0,1,3,08.04.2016
262,DEMREC290,HANK - HANK MARVIN,HANK - HANK MARVIN,5014797897489,1,LP,Demon,1245,0,1,3, 
264,HDB123,DJ LAG & OKZHARP,STEAM ROOMS EP,5055869592550,1,12',HYPERDUB,702,0,1,5, 
265,BBH002LP,"Ant, Adam",Adam Ant is The BlueBlack Hussar In Marrying The G,5060243320919,1,LP,Blu Noise Records,1865,0,1,1,01.03.2013
273,5797712,"GALLAGHER,RORY",IRISH TOUR '74,602557977127,2,LP,UNIVERSAL,2194,0,1,1,16.03.2018
275,TARTALB008X,Space Ghost,Endless Light,730003680816,1,LP,TARTELET RECORDS,1384,0,1,1,30.03.2018
276,MRBLP187,Power Of Zeus,The Gospel According To Zeus (RSD'19),7119691256818,1,LP,Mr Bongo,1375,0,1,8,13.04.2019
277,4AD0052LPE,TUNE-YARDS,I CAN FEEL YOU.. -INDIE-,191400005204,1,LP,BBQ-4AD,1305,0,1,9,19.01.2018
278,MG.ART904,MANUEL GÖTTSCHING,E2-E4 - 2016 - 35th Anniversary Edition - LP,4260017599041,1,LP,MG.ART,1749,0,1,3,23.09.2016
279,DUB11LPCOL,DREADZONE,DREAD TIMES,5024545844313,1,LP,DUBWISER,1650,0,1,1,03.01.2019
281,SODLP002,SON OF DAVE,EXPLOSIVE HITS,5056032301832,1,LP, ,1112,0,1,1,10.06.2016
284,3351466,"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ",LAMOMALI AIRLINES - LIVE,3596973514660,1,LP,WAGRAM,2270,0,1,1,26.04.2018
288,CHARLYL175,TOWNES VAN ZANDT,THE LATE GREAT TOWNES VAN ZANDT,803415817511,1,LP,Snapper,1224,0,1,1,18.05.2015
289,4768809,"RIVERS,SAM",FUCHSIA SWING SONG,602547688095,1,LP,BLUE NOTE RECORDS,1458,0,1,2,10.06.2016
290,7731550,ROXY MUSIC,ROXY MUSIC DEBUT ALBUM REMIXES - RSD 2019,602577315503,2,LP,VIRGIN,2194,0,1,3,10.04.2019
293,RGNET1376LP,Nina Simone,The Rough Guide To Nina Simone: Birth Of A Legend,605633137644,1,LP,ROUGH GUIDE,602,0,1,1, 
294,DW128,ORIGINAL MOTION PICTURE SOUNDTRACK,LIQUID SKY,5053760046561,1,LP,DEATH WALTZ RECORDINGS CO,2065,0,1,1,19.04.2019
295,1157483571,SUN RA,JANUS,711574835713,1,LP,ADA-ORG MUSIC,1620,0,1,1,09.08.2018
297,FR LP 685,Kiske Somerville,City Of Heroes,8024391068557,1,LP,Frontiers,1868,0,1,1,20.04.2015
298,MOND140,TYLER BATES,DEADPOOL 2,190758830919,1,LP,MONDO,2270,0,1,1,29.11.2018
300,TPC103189,INTO IT. OVER IT.,STANDARDS,646920318919,1,LP,BRACE YOURSELF RECORDS,1464,0,1,1,06.05.2016
302,CRAM 279LP,MATIAS AGUAYO,Sofarnopolis,876623007838,1,LP,CRAMMED DISCS,1375,0,1,1,10.07.2009
304,HUD003LP,"WARREN,RICHARD",DISENTANGLED,5056032310315,1,LP,HUDSON,1272,0,1,1,15.09.2017
305,SJRLP441,Eddie Russ,Eddie Russ 'Fresh Out',5026328004419,1,LP,Soul Jazz,1588,0,1,1,01.02.2018
307,TB6201,TANGERINE DREAM,Electronic Meditation,889397106201,1,LP,TIGER BAY,1129,0,1,1, 
309,WIGLP307,MATTHEW E WHITE,BIG INNER,887828030712,1,LP,Domino Records,1109,0,1,1,04.02.2013
310,DUB9LP,Dreadzone,Sound,5060243328366,1,LP,DUBWISER,1340,0,1,2,24.11.2018
316,CRAM 271 LP,VÉRONIQUE VINCENT & AKSAK MABOUL,16 VISIONS OF EX-FUTUR,876623007654,1,LP,CRAMMED DISCS,1375,0,1,1,09.07.2009
324,TIZONA10LP,Roscoe Mitchell,The Solo Concert,609722629768,1,LP,Tizona Records,1534,0,1,1, 
325,8812113,CANDLEMASS,"DOOR TO DOOM, THE",840588121137,2,LP,NAPALM RECORDS,1688,0,1,1,22.02.2019
326,ALNLP55,ASH WALKER,AQUAMARINE,5060391092126,1,LP, ,1445,0,1,1,19.07.2019
327,ZEN208,VARIOUS ARTISTS,IF 2.0,5021392906164,3,LP,Ninja Tune,1348,0,1,1,19.04.2014
332,ARILP250,LUCIANO,DELIVERANCE,5020145552504,1,LP,ARIWA SOUNDS,975,0,1,1,30.11.2018
333,BBE298CLP,V.A.,JAY STRONGMAN PRESENTS POPCORN HEARTBREAK,730003129810,2,LP,BBE,1438,0,1,1,15.07.2016
335,LUCKY115LP,SUNFLOWER BEAN,TWENTYTWO IN BLUE,689492187415,1,LP,LUCKY NUMBER,1340,0,1,1,15.03.2018
337,RGNET1382LP,Bo Diddley,The Rough Guide To Bo Diddley,605633138245,1,LP,ROUGH GUIDE,602,0,1,2, 
338,MOVLP1884,CASH/NELSON/JENNINGS/KRIS,HIGHWAYMAN 2 -HQ-,8719262003941,1,LP,MUSIC ON VINYL,1339,0,1,1,03.08.2017
342,MELO115LP,BONNY DOON,BONNY DOON,5060168041371,1,LP,MELODIC,1190,0,1,1,19.01.2018
344,3364176,VARIOUS ARTISTS,SAMPLED SOUL,3596973641762,1,LP,WAGRAM,1238,0,1,3,21.02.2019
345,GBLP 038,Noura Mint Seymali,Arbina,4030433603819,1,LP,Glitterbeat Records,1062,0,1,2,16.09.2016
347,DOST652H,BERNARD HERRMANN / ORIGINAL SCORE,Psycho (Red Vinyl) - OST,889397556525,1,LP,DOL,752,0,1,1, 
350,SKALP035,AFRODEUTSCHE,BREAK BEFORE MAKE,666017337715,1,LP,SKAM,1668,0,1,2,20.09.2019
353,BLOD137LP,Wormwood,Nattarvet - Gatefold LP - Black,6663666401372,1,LP,BLACKLODGE,1250,0,1,1, 
354,HDBLP019,JESSY LANZA,PULL MY HAIR BACK,5055300373427,1,LP,HYPERDUB,842,0,1,1, 
355,BRN-LP-271,ROSE DORN,DAYS YOU WERE LEAVING,32862027116,1,LP,BAR NONE,1192,0,1,2,23.08.2019
356,GBLP 023,Bassekou Kouyate,Ba Power,4030433602317,1,LP,Glitterbeat Records,1062,0,1,1,24.04.2015
357,MAXIBOX LP19,VARIOUS,12' Collector's Vinyl Box - Sc,194111000438,1,LP,zyx,1225,0,1,1,30.08.2019
359,1846,Ella Fitzgerald,Songs From The Musicals,4260134478465,1,LP,Power Station,1031,0,1,1, 
360,3357736,VARIOUS ARTISTS,JAZZ WOMEN,3596973577368,1,LP,WAGRAM,1340,0,1,1,13.09.2018
364,CH27BA1810,CHTHONIC,BATTLEFIELDS OF ASURA,4713249231109,1,LP,CIONGZO IDEA CORP,1444,0,1,1,04.10.2018
368,ZYX 56085-1,"MANCINI, HENRY",Greatest Soundtrack & Movie Th,90204525393,1,LP,zyx,1100,0,1,1,31.08.2018
372,305371,Amon Düül II,Wolf city,693723053714,1,LP,BMG - Berlin,1924,0,1,1,30.11.2018
376,RUG850,Bonnie 'Prince' Billy,CAROLYN,887829085070,1,7',Domino,352,0,1,1,12.05.2017
377,JD36,Ivan Conti Mamao,Mamao's Break,5060211503153,1,12',Far Out,561,0,1,1, 
379,3356046,VARIOUS ARTISTS,WANTED 50'S ROCK N ROLL,3596973560469,1,LP,WAGRAM,1259,0,1,1,23.05.2018
382,DW132,BEN LOVETT,THE RITUAL,5053760042440,1,LP,DEATH WALTZ RECORDIN,2166,0,1,1,22.11.2018
386,505442913196,YOUNG FATHERS,COCOA SUGAR,5054429131963,1,LP,PIAS,1912,0,1,3,09.03.2018
388,KSCOPE1008,THE PINEAPPLE THIEF,WHAT WE HAVE SOWN,802644800813,1,LP,Snapper,1414,0,1,2,08.03.2019
392,SFKS13LP,KULA SHAKER,K2.0 (NEW VERSION FEATURING 2STYX),5018791121328,1,LP,Strangefolk,1238,0,1,1,29.09.2016
396,BHM 1099-1,DJANGO REINHARDT & STEPHANE GR,Minor Swing,90204691883,1,LP,zyx/bhm,1250,0,1,1,22.09.2017
397,RGNET1331LP,VA,The Rough Guide To Psychedelic Samba,605633633122,1,LP,ROUGH GUIDE,602,0,1,1, 
398,UTR122,"SOTELO,ROBERT",INFINITE SPRAWLING,828887112216,1,LP,UPSET THE RHYTHM,1190,0,1,2,13.09.2019
400,RGNET1375LP,VA,The Rough Guide To Barrelhouse Blues,605633137545,1,LP,ROUGH GUIDE,602,0,1,2, 
401,3358356,THE DRIFTERS,SAVE THE LAST DANCE FOR ME,3596973583567,1,LP,WAGRAM,928,0,1,3,25.10.2018
410,REDFIELD 127LPRED,All For Nothing,Minds Awake / Hearts Alive (red LP),4042564176247,1,LP,Redfield Records,1008,0,1,2,07.04.2017
413,GCR 20038-1,MEGAHERZ,Heuchler,90204819591,1,LP,zyx/gcr,1100,0,1,2,29.08.2008
414,DAP-002,"SUGARMAN THREE,THE",PURE CANE SUGAR,823134000216,1,LP,DAPTONE RECORDINGS,1390,0,1,2,23.08.2019
415,DRAK 229LP,The Other,CASKET CASE (GTF. 180 GR. BLACK VINYL),884860188012,2,LP,DRAKKAR ENTERTAINMENT GMBH,1441,0,1,1,20.10.2017
417,kks10-001,Kai Niggemann,Heart Murmur,4260544822483,1,LP,kalakuta soul records,936,0,1,1,23.02.2018
419,ZEN251,ACTRESS & LONDON CONTEMPORARY ORCHESTRA,LAGEOS,5054429133264,1,LP,Ninja Tune,1444,0,1,1,25.05.2018
420,STDX8696SR,BERNARD HERRMANN,MARNIE: SUPER DELUXE EDITION,5060249910190,1,LP+CD+7',STYLOTONE,2788,0,1,1,26.04.2019
421,COUNT077I,THE HEAVY,HURT & THE MERCILESS,5054429004298,1,LP,Ninja Tune,1059,0,1,1,01.04.2016
422,6725275,"THOROGOOD,GEORGE",BAD TO THE BONE,602567252757,1,LP,CAPITOL,1289,0,1,1,30.03.2018
427,KOMPAKT370-1,GAS,ZAUBERBERG,880319818233,1,LP,KOMPAKT,2382,0,1,2,18.01.2019
428,DW114,ENNIO MORRICONE,MY DEAR KILLER,5053760033103,1,LP,DEATH WALTZ RECORDIN,2372,0,1,1,19.04.2018
429,DSR17LP10,THE LONGCUT,ARROWS,5053760035725,1,LP,DELTASONIC,515,0,1,1,28.03.2018
430,4744924,ORIGINAL SOUNDTRACK,STRAIGHT OUTTA COMPTON,602547449245,2,LP,UNIVERSAL,1688,0,1,1,22.01.2016
432,WIGLP441X,Night Moves,Can You Really Find Me,887828044139,1,LP,Domino Records,1269,0,1,9,28.06.2019
433,DEMWHOLP001,VARIOUS ARTISTS,DOCTOR WHO: GALAXY 4,5014797899209,1,LP,Demon,2491,0,1,1,13.04.2019
435,AHR001LP,"COOPER SEATON,MILES",PHASES IN EXILE,5056032308077,1,LP,KARTEL,1351,0,1,3,01.12.2017
438,JD41,Ivan Conti Mamao,Azul (Glenn Astro/ Max Graef... Remixes),5060211503443,1,12',Far Out,561,0,1,1, 
439,7725105,MO-DETTESá,"STORY SO FAR, THE         RSD 2019",602577251054,1,LP,DERAM,1650,0,1,1,10.04.2019
440,5056167111832,"Kooks, The",Live At The Moth Club   RSD 19',5056167111832,1,LP,Lonely Cat,1488,0,1,1,13.04.2019
441,DEMRECOMP012,VARIOUS,60S POP ANNUAL - VARIOUS,5014797897199,1,LP,Demon,1384,0,1,1, 
443,DEMREC35,ASIA,ACCESS ALL AREAS,5014797891074,1,LP,DEMON,1131,0,1,2,30.10.2015
446,HUD010LP,"ADAMS,STEVEN & THE FRENCH DROP",VIRTUE SIGNALS,5056032313873,1,LP,HUDSON RECORDS,1239,0,1,1,04.05.2018
447,STS300LP,VARIOUS ARTISTS,SMALLTOWN SUPERSOUND 25 (THE MOVEMENT OF FREE SPIR,5053760044567,1,LP,SMALLTOWN SUPERSOUND,1340,0,1,1,22.11.2018
448,GBLP 068,Kel Assouf,Black Tenere,4030433606810,1,LP,Glitterbeat Records,1062,0,1,5,15.02.2019
450,0415,Santana,Psychedelic Journey,4260053474159,1,LP,Power Station,1031,0,1,2, 
451,MRBLP089,"TRIO,SALVADOR",SALVADOR TRIO,711969123517,1,LP,MR BONGO,1389,0,1,2,01.01.2014
452,RTCC18V,VARIOUS ARTISTS,COUNTER CULTURE 2018,5053760045304,1,LP,ROUGH TRADE SHOPS,1548,0,1,1,10.01.2019
453,3349976,VARIOUS ARTISTS,THE BEATLES IN JAZZ ¿ A JAZZ TRIBUTE TO THE BEATLE,3596973499769,1,LP,WAGRAM,825,0,1,1,26.10.2017
457,4762041,SCHILLER,FUTURE                    inkl. mp3 codes,602547620415,2,LP,POLYDOR,1688,0,1,1,26.02.2016
458,CRAM 261 LP,KONONO N°1,KONONO N°1 MEETS BATIDA,876623007357,1,LP,CRAMMED DISCS,1375,0,1,1,09.07.2009
461,M74851,Monster Truck,Sittin' Heavy (2LP Gatefold Transparent Vinyl+MP3),819873012580,1,LP,Mascot,1125,0,1,1,19.02.2016
463,DOR2081H,FLEETWOOD MAC,Capital Theatre / Passiac / Nj / October 17Th 1975,889397520816,1,LP,DOL,752,0,1,2, 
464,FIGURE99,SETAOC MASS,FLYING MACHINE EP,4260544825743,1,12',FIGURE,758,0,1,1,31.08.2018
466,HDB111,MANA,CREATURE EP,5055300386939,1,12',HYPERDUB,562,0,1,2, 
467,WIGLP294,VILLAGERS,AWAYLAND,5034202029410,1,LP,Domino Records,1109,0,1,1,14.01.2013
468,WIGLP140,BONNIE 'PRINCE' BILLY,GREATEST PALACE MUSIC,5034202114017,1,LP,Domino Records,1269,0,1,1,25.11.2016
473,MRBLP155,"TAYLOR,EBO",YEN ARA,7119691251318,1,LP,MR BONGO,1125,0,1,3,06.04.2018
475,DOL913HG,SERGE GAINSBOURG,Du Jazz Dans Le Ravin,889397219130,1,LP,DOL,815,0,1,2, 
478,6702244,SPARKS,BEST OF AND REST OF (COLOURED VINYL) RSD 2018,602567022442,2,LP,ISLAND,2016,0,1,4,19.04.2018
480,MRBLP159,CYMANDE,SECOND TIME AROUND,7119691251912,1,LP,MR BONGO,1351,0,1,2,21.04.2018
483,17185,DESTRAGE,The Chosen One (PinkBlue Marbled Vinyl  incl. CD  ,39841564778,1,LP,Metal Blade,1425,0,1,1,24.05.2019
484,STRUT156LP,Mulatu Astatke,Afro Latin Soul Vol.1,730003315619,1,LP,STRUT,1612,0,1,1,27.09.2019
485,DOL2007H-LMT,SID VICIOUS,I'm a Mess,889397320072,1,LP,DOL,878,0,1,1, 
490,FARO197LP,Piri,Voces Querem Mate?,5060211503337,1,LP,Far Out,1121,0,1,2, 
492,CAK052,Toro Y Moi,Causers Of This,677517005219,1,LP,Carpark Records,1081,0,1,1,22.02.2010
493,DEMREC120,COMSAT ANGELS,WAITING FOR A MIRACLE - COMSAT ANGELS,5014797893979,1,LP,DEMON,1268,0,1,1,20.11.2015
494,DOL840HG,DUKE ELLINGTON & CHARLES MINGUS & MAX ROACH,Money Jungle,889397218409,1,LP,DOL,815,0,1,1, 
495,r.m04,Rouge Mécanique,Paradigm,4260544824487,1,LP,rouge mécanique,609,0,1,1,20.07.2018
496,LITA146LP,VARIOUS ARTISTS,HEARTWORN HIGHWAYS / ORIGINAL,826853014618,1,LP,LIGHT IN THE ATTIC,2332,0,1,1,18.01.2019
500,MRBLP108,"TAYLOR,EBO",EBO TAYLOR,711969124712,1,LP,MR BONGO,1351,0,1,1,01.01.2014
502,IDA007LP,"TIERSEN,YANN",DELETED - (EVERYTHING'S CALM),3700398708676,1,LP,ICI DAILLEURS,1448,0,1,1,28.01.2013
503,GBLP 058,Yonatan Gat,The Universalist,4030433605813,1,LP,Glitterbeat Records,1062,0,1,2,04.05.2018
504,4737486,"BOSSHOSS,THE",DOS BROS,602547374868,2,LP,POLYDOR,1538,0,1,1,09.10.2015
506,17243,HATE,Auric Gates Of Veles (180g Black Vinyl),39841565218,1,LP,Metal Blade,1306,0,1,1,14.06.2019
509,DOS620H,SERGE GAINSBOURG,La Chanson De Prevert,889397556204,1,LP,DOL,689,0,1,1, 
510,EPIT 27426-1,Beth Orton,Kidsticks,8714092742619,1,LP,Epitaph,1125,0,1,1, 
512,TRULP306,"DELAGO,MANU",SILVER KOBALT,5060205155900,1,LP,Tru Thoughts,915,0,1,1,06.04.2015
514,HDBLP024,FATIMA AL QADIRI,ASIATISCH,5055300373687,1,LP,HYPERDUB,842,0,1,1, 
515,KSCOPE917,STEVEN WILSON,4 1/2,802644891712,1,LP,Snapper,1224,0,1,2,22.01.2016
518,DW110,VARIOUS ARTISTS,THE BAD BATCH,5053760031796,1,LP,DEATH WALTZ RECORDIN,2786,0,1,1,25.01.2018
519,LAB47,VARIOUS ARTISTS,ONE NIGHT STANDS: LA BELLE RECORDS,3663729086198,1,LP,LA BELLE RECORDS,1342,0,1,1,30.08.2019
528,7758283,MADONNA,MADAME X (LTD. RAINBOW PICTURE VINYL),602577582837,2,LP,INTERSCOPE,2509,0,1,1,14.06.2019
532,MRBLP075,"ZE,TOM",GRANDE LIQUIDICAO,711969117516,1,LP,MR BONGO,1042,0,1,2,01.01.2014
535,TOPSTOP102,LAURENCE JONES,THE TRUTH,5053760036920,1,LP,TOP STOP MUSIC,1134,0,1,1,01.03.2018
540,IR 022,The Flying Burrito Bros.,Burrito Deluxe,707129301505,1,LP,Intervention Records,3076,0,1,2,14.03.2019
544,HDBLP008,COOLY G,PLAYIN' ME,5055300329943,1,LP,HYPERDUB,949,0,1,1, 
547,SS012LP,"TRAVELLING BAND,THE",SAILS,5056032309968,1,LP,SIDEWAYS SALOON,1239,0,1,1,25.08.2017
548,PRELP 134,Phantom 5,PLAY TO WIN (LTD. GATEFOLD/BLACK VINYL/180 GRAMM),4046661529715,1,LP,VINYL ECK,1298,0,1,1,13.10.2017
549,O-TON122,STEFFI X VIRGINIA,WORK A CHANGE,4250101407888,1,12',OSTGUT TON,1668,0,1,1,20.09.2019
550,4765739,"WINEHOUSE,AMY",AMY (OST),602547657398,2,LP,UNIVERSAL,1688,0,1,2,01.04.2016
553,HDBLP040,PROC FISKAL,INSULA,5055869558600,1,LP,HYPERDUB,984,0,1,3, 
557,3358496,FATS DOMINO,AIN'T THAT A SHAME,3596973584960,1,LP,WAGRAM,928,0,1,3,25.10.2018
559,LITA048,"BIRKIN,JANE AND SERGE GAINSBOU",JANE BIRKIN/SERGE GAINSBOURG (,826853004817,1,LP,LIGHT IN THE ATTIC,1891,0,1,1,01.10.2017
560,MRBLP074,VARIOUS,PSYCHEDELIC PERNAMBUCO,711969117813,1,LP, ,1211,0,1,1,20.08.2001
561,4050538483673,"REINHARDT, DJANGO",SOUVENIRS -REMAST-,4050538483673,1,LP,ADA-DREYFUS JAZZ,828,0,1,1,10.05.2019
563,ZEN10353,THE BUG,FILTHY,5021392812168,1,LP,Ninja Tune,434,0,1,2,11.08.2009
564,LBJ296LP,ADA LEA,WHAT WE SAY IN PRIVATE,648401029611,1,LP,SADDLE CREEK,1239,0,1,1,19.07.2019
574,0212947EMX,"Gallagher,Rory","Gallagher,Rory-Live At Montreux(Ltd.)",4029759129479,1,LP+CD,EMX,1849,0,1,1,31.08.2018
577,op035lp,Teenage Jesus And The Jerks,Live 77-79  (1LP Vinyl),827170614161,1,LP,other people,1124,0,1,2,27.11.2015
579,HPJPLP3,DANIEL KNOX,CHASESCENE,5053760043812,1,LP,HP JOHNSON PRESENTS,1340,0,1,1,29.11.2018
580,5360570,"SIMONE,NINA",I PUT A SPELL ON YOU,600753605707,1,LP,VERVE,1458,0,1,1,15.07.2016
583,FOMDO3,Far Out Monster Disco Orchestra,Freefall (Jose Carretas/ G&D Remixes),5050580556850,1,12',Far Out,561,0,1,1, 
584,SNDWLP086,"IRUOJE,ODION",DOWN TO EARTH,5056032304635,1,LP,SOUNDWAY,1300,0,1,1,19.08.2016
585,MOVLP1495,"BRIDGEWATER, DEE DEE",DEE DEE'S FEATHERS -HQ-,8718469539895,1,LP,MUSIC ON VINYL,1676,0,1,1,30.07.2015
587,TAMB153LP,CANCER,TOTEM,7332181072365,1,LP,TAMBOURHINOCEROS,1504,0,1,1,27.01.2017
588,0634,V.A.,Reggae Is A Rhythm Of My Soul,4260053476344,1,LP,Power Station,1031,0,1,2, 
589,7715370,ORIGINAL SOUNDTRACK,OFFICE SPACE              RSD 2019,602577153709,1,LP,INTERSCOPE,1650,0,1,3,10.04.2019
592,SJRLP290-2,VA,90 Degrees of Shade Hot Jump-Up Sounds from the Ca,5026328102900,2,LP,Soul Jazz,1830,0,1,1,01.11.2014
596,FOMDO5,Far Out Monster Disco Orchestra,The Last Carnival (Isoul 8),5060222444589,1,12',Far Out Recordings,500,0,1,1, 
